FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,8,08/01/2023,08/31/2023,13.67521368,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,9,09/01/2023,09/30/2023,2.788104089,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,9,09/01/2023,09/30/2023,1.219512195,Percent
3,IP,Stimulants and co-occurring disorders,Age,0-15 Years,9,09/01/2023,09/30/2023,0,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,9,09/01/2023,09/30/2023,15.65217391,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,10,10/01/2023,10/31/2023,2.495840266,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,10,10/01/2023,10/31/2023,1.020408163,Percent
3,IP,Stimulants and co-occurring disorders,Age,0-15 Years,10,10/01/2023,10/31/2023,5.405405405,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,10,10/01/2023,10/31/2023,13.1147541,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,11,11/01/2023,11/30/2023,1.709401709,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,11,11/01/2023,11/30/2023,2.173913043,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,11,11/01/2023,11/30/2023,10.25641026,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,12,12/01/2023,12/31/2023,1.805674979,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,12,12/01/2023,12/31/2023,0,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,12,12/01/2023,12/31/2023,8.849557522,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,13,01/01/2024,01/31/2024,2.510822511,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,13,01/01/2024,01/31/2024,1.030927835,Percent
3,IP,Stimulants and co-occurring disorders,Age,0-15 Years,13,01/01/2024,01/31/2024,0,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,13,01/01/2024,01/31/2024,10,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,14,02/01/2024,02/29/2024,2.094717668,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,14,02/01/2024,02/29/2024,0,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,14,02/01/2024,02/29/2024,7.954545455,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,15,03/01/2024,03/31/2024,2.400662252,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,15,03/01/2024,03/31/2024,0,Percent
3,IP,Stimulants and co-occurring disorders,Age,0-15 Years,15,03/01/2024,03/31/2024,0,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,15,03/01/2024,03/31/2024,10.76923077,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,16,04/01/2024,04/30/2024,2.561983471,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,16,04/01/2024,04/30/2024,0,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,16,04/01/2024,04/30/2024,13.46153846,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,17,05/01/2024,05/31/2024,2.789171452,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,17,05/01/2024,05/31/2024,0,Percent
3,IP,Stimulants and co-occurring disorders,Age,0-15 Years,17,05/01/2024,05/31/2024,0,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,17,05/01/2024,05/31/2024,14.68531469,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,18,06/01/2024,06/30/2024,2.983725136,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,18,06/01/2024,06/30/2024,0,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,18,06/01/2024,06/30/2024,14.72868217,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,19,07/01/2024,07/31/2024,3.080985915,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,19,07/01/2024,07/31/2024,2,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,19,07/01/2024,07/31/2024,13.17829457,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,20,08/01/2024,08/31/2024,3.001715266,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,20,08/01/2024,08/31/2024,4.347826087,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,20,08/01/2024,08/31/2024,12.26993865,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,21,09/01/2024,09/30/2024,3.147699758,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,21,09/01/2024,09/30/2024,1.052631579,Percent
3,IP,Stimulants and co-occurring disorders,Age,0-15 Years,21,09/01/2024,09/30/2024,3.125,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,21,09/01/2024,09/30/2024,19.81981982,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,22,10/01/2024,10/31/2024,3.298350825,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,22,10/01/2024,10/31/2024,0,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,22,10/01/2024,10/31/2024,14.37908497,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,23,11/01/2024,11/30/2024,3.015873016,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,23,11/01/2024,11/30/2024,0,Percent
3,IP,Stimulants and co-occurring disorders,Age,0-15 Years,23,11/01/2024,11/30/2024,0,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,23,11/01/2024,11/30/2024,14.28571429,Percent
3,IP,All Drugs and co-occurring disorders,Age,0-15 Years,24,12/01/2024,12/31/2024,1.769911504,Percent
3,IP,All Opioids and co-occurring disorders,Age,0-15 Years,24,12/01/2024,12/31/2024,0,Percent
3,IP,Cannabis and co-occurring disorders,Age,0-15 Years,24,12/01/2024,12/31/2024,9.917355372,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,1,01/01/2023,01/31/2023,22.3920427,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,1,01/01/2023,01/31/2023,36.03603604,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,1,01/01/2023,01/31/2023,44.30693069,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,1,01/01/2023,01/31/2023,39.71166448,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,1,01/01/2023,01/31/2023,40.625,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,2,02/01/2023,02/28/2023,23.57574166,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,2,02/01/2023,02/28/2023,37.00440529,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,2,02/01/2023,02/28/2023,52.9562982,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,2,02/01/2023,02/28/2023,41.53400868,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,2,02/01/2023,02/28/2023,47.61904762,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,3,03/01/2023,03/31/2023,21.95748657,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,3,03/01/2023,03/31/2023,35.9437751,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,3,03/01/2023,03/31/2023,45.16908213,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,3,03/01/2023,03/31/2023,38.68808568,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,3,03/01/2023,03/31/2023,52.38095238,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,4,04/01/2023,04/30/2023,23.13377679,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,4,04/01/2023,04/30/2023,35.02109705,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,4,04/01/2023,04/30/2023,45.30516432,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,4,04/01/2023,04/30/2023,41.22340426,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,4,04/01/2023,04/30/2023,55.10204082,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,5,05/01/2023,05/31/2023,20.91012514,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,5,05/01/2023,05/31/2023,34.03846154,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,5,05/01/2023,05/31/2023,44.92099323,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,5,05/01/2023,05/31/2023,35.50446999,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,5,05/01/2023,05/31/2023,48.50746269,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,6,06/01/2023,06/30/2023,19.75777725,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,6,06/01/2023,06/30/2023,33.4,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,6,06/01/2023,06/30/2023,41.74757282,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,6,06/01/2023,06/30/2023,37.03703704,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,6,06/01/2023,06/30/2023,52.12765957,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,7,07/01/2023,07/31/2023,20.9692237,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,7,07/01/2023,07/31/2023,35.04761905,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,7,07/01/2023,07/31/2023,47.80600462,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,7,07/01/2023,07/31/2023,39.21302578,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,7,07/01/2023,07/31/2023,43.47826087,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,8,08/01/2023,08/31/2023,21.20640905,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,8,08/01/2023,08/31/2023,31.08384458,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,8,08/01/2023,08/31/2023,48.05491991,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,8,08/01/2023,08/31/2023,40.55944056,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,8,08/01/2023,08/31/2023,47.47474747,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,9,09/01/2023,09/30/2023,21.94051682,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,9,09/01/2023,09/30/2023,35.68548387,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,9,09/01/2023,09/30/2023,45.88859416,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,9,09/01/2023,09/30/2023,41.80451128,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,9,09/01/2023,09/30/2023,42.25352113,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,10,10/01/2023,10/31/2023,20.68483578,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,10,10/01/2023,10/31/2023,35.92436975,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,10,10/01/2023,10/31/2023,48.09160305,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,10,10/01/2023,10/31/2023,40.83850932,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,10,10/01/2023,10/31/2023,54.86725664,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,11,11/01/2023,11/30/2023,19.5259042,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,11,11/01/2023,11/30/2023,35.44857768,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,11,11/01/2023,11/30/2023,43.01075269,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,11,11/01/2023,11/30/2023,39.29078014,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,11,11/01/2023,11/30/2023,53.84615385,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,12,12/01/2023,12/31/2023,20.69494124,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,12,12/01/2023,12/31/2023,36.65893271,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,12,12/01/2023,12/31/2023,49.44751381,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,12,12/01/2023,12/31/2023,40.57971014,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,12,12/01/2023,12/31/2023,55.42168675,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,13,01/01/2024,01/31/2024,21.02245581,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,13,01/01/2024,01/31/2024,36.98030635,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,13,01/01/2024,01/31/2024,48.48484848,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,13,01/01/2024,01/31/2024,43.29563813,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,13,01/01/2024,01/31/2024,53.57142857,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,14,02/01/2024,02/29/2024,20.90032154,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,14,02/01/2024,02/29/2024,33.85650224,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,14,02/01/2024,02/29/2024,45.83333333,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,14,02/01/2024,02/29/2024,40.62968516,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,14,02/01/2024,02/29/2024,47.91666667,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,15,03/01/2024,03/31/2024,21.17508813,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,15,03/01/2024,03/31/2024,38.85209713,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,15,03/01/2024,03/31/2024,50.3875969,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,15,03/01/2024,03/31/2024,41.60475483,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,15,03/01/2024,03/31/2024,53.01204819,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,16,04/01/2024,04/30/2024,20.66154205,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,16,04/01/2024,04/30/2024,36.86440678,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,16,04/01/2024,04/30/2024,45.75342466,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,16,04/01/2024,04/30/2024,40.90909091,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,16,04/01/2024,04/30/2024,54.44444444,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,17,05/01/2024,05/31/2024,21.23318386,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,17,05/01/2024,05/31/2024,32.33944954,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,17,05/01/2024,05/31/2024,47.73869347,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,17,05/01/2024,05/31/2024,42.36111111,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,17,05/01/2024,05/31/2024,48,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,18,06/01/2024,06/30/2024,19.65372017,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,18,06/01/2024,06/30/2024,34.66042155,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,18,06/01/2024,06/30/2024,44.59833795,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,18,06/01/2024,06/30/2024,41.88267394,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,18,06/01/2024,06/30/2024,47.52475248,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,19,07/01/2024,07/31/2024,19.65447611,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,19,07/01/2024,07/31/2024,31.76733781,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,19,07/01/2024,07/31/2024,46.54255319,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,19,07/01/2024,07/31/2024,41.69014085,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,19,07/01/2024,07/31/2024,46.80851064,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,20,08/01/2024,08/31/2024,18.74730022,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,20,08/01/2024,08/31/2024,33.5443038,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,20,08/01/2024,08/31/2024,41.2195122,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,20,08/01/2024,08/31/2024,39.20765027,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,20,08/01/2024,08/31/2024,49.10714286,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,21,09/01/2024,09/30/2024,19.69298246,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,21,09/01/2024,09/30/2024,31.76733781,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,21,09/01/2024,09/30/2024,45.29262087,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,21,09/01/2024,09/30/2024,41.78272981,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,21,09/01/2024,09/30/2024,59.09090909,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,22,10/01/2024,10/31/2024,20.74786325,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,22,10/01/2024,10/31/2024,39.28571429,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,22,10/01/2024,10/31/2024,51.32275132,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,22,10/01/2024,10/31/2024,41.6,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,22,10/01/2024,10/31/2024,44.44444444,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,23,11/01/2024,11/30/2024,19.28050788,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,23,11/01/2024,11/30/2024,30.14018692,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,23,11/01/2024,11/30/2024,44.82758621,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,23,11/01/2024,11/30/2024,39.59938367,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,23,11/01/2024,11/30/2024,47.42268041,Percent
3,IP,All Drugs and co-occurring disorders,Age,16-34 Years,24,12/01/2024,12/31/2024,17.85714286,Percent
3,IP,All Opioids and co-occurring disorders,Age,16-34 Years,24,12/01/2024,12/31/2024,30.67484663,Percent
3,IP,Stimulants and co-occurring disorders,Age,16-34 Years,24,12/01/2024,12/31/2024,43.1372549,Percent
3,IP,Cannabis and co-occurring disorders,Age,16-34 Years,24,12/01/2024,12/31/2024,38.08553971,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,16-34 Years,24,12/01/2024,12/31/2024,56.92307692,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,1,01/01/2023,01/31/2023,22.15281115,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,1,01/01/2023,01/31/2023,37.18220339,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,1,01/01/2023,01/31/2023,38.04347826,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,1,01/01/2023,01/31/2023,38.9380531,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,1,01/01/2023,01/31/2023,45.34883721,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,2,02/01/2023,02/28/2023,22.16530055,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,2,02/01/2023,02/28/2023,36.13259669,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,2,02/01/2023,02/28/2023,36.43312102,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,2,02/01/2023,02/28/2023,37.25490196,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,2,02/01/2023,02/28/2023,48.38709677,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,3,03/01/2023,03/31/2023,22.04100652,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,3,03/01/2023,03/31/2023,35.64766839,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,3,03/01/2023,03/31/2023,38.71706758,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,3,03/01/2023,03/31/2023,39.44223108,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,3,03/01/2023,03/31/2023,41.24293785,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,4,04/01/2023,04/30/2023,21.8198845,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,4,04/01/2023,04/30/2023,36.88092729,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,4,04/01/2023,04/30/2023,39.905549,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,4,04/01/2023,04/30/2023,41.64948454,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,4,04/01/2023,04/30/2023,56.93069307,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,5,05/01/2023,05/31/2023,22.4813154,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,5,05/01/2023,05/31/2023,36.27954779,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,5,05/01/2023,05/31/2023,40.51054384,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,5,05/01/2023,05/31/2023,39.62962963,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,5,05/01/2023,05/31/2023,45.83333333,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,6,06/01/2023,06/30/2023,21.39811148,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,6,06/01/2023,06/30/2023,35.44176707,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,6,06/01/2023,06/30/2023,39.36545241,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,6,06/01/2023,06/30/2023,39.77055449,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,6,06/01/2023,06/30/2023,57.77777778,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,7,07/01/2023,07/31/2023,21.40303843,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,7,07/01/2023,07/31/2023,36.56024717,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,7,07/01/2023,07/31/2023,39.28571429,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,7,07/01/2023,07/31/2023,40.37037037,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,7,07/01/2023,07/31/2023,50.76142132,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,8,08/01/2023,08/31/2023,21.77571449,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,8,08/01/2023,08/31/2023,38.40725806,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,8,08/01/2023,08/31/2023,41.14349776,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,8,08/01/2023,08/31/2023,42.03935599,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,8,08/01/2023,08/31/2023,47.94520548,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,9,09/01/2023,09/30/2023,22.52841351,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,9,09/01/2023,09/30/2023,38.99233297,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,9,09/01/2023,09/30/2023,42.9620563,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,9,09/01/2023,09/30/2023,40.71856287,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,9,09/01/2023,09/30/2023,54.02298851,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,10,10/01/2023,10/31/2023,22.11320755,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,10,10/01/2023,10/31/2023,40.53475936,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,10,10/01/2023,10/31/2023,45.26699029,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,10,10/01/2023,10/31/2023,39.76608187,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,10,10/01/2023,10/31/2023,55.82822086,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,11,11/01/2023,11/30/2023,22.00766039,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,11,11/01/2023,11/30/2023,36.80175246,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,11,11/01/2023,11/30/2023,41.36191677,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,11,11/01/2023,11/30/2023,40.92664093,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,11,11/01/2023,11/30/2023,48.7804878,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,12,12/01/2023,12/31/2023,20.25834909,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,12,12/01/2023,12/31/2023,35.64463705,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,12,12/01/2023,12/31/2023,38.65853659,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,12,12/01/2023,12/31/2023,41.5821501,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,12,12/01/2023,12/31/2023,47.61904762,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,13,01/01/2024,01/31/2024,21.50972763,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,13,01/01/2024,01/31/2024,37.65227021,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,13,01/01/2024,01/31/2024,41.38321995,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,13,01/01/2024,01/31/2024,42.22648752,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,13,01/01/2024,01/31/2024,55.10204082,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,14,02/01/2024,02/29/2024,21.29021391,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,14,02/01/2024,02/29/2024,38.65030675,Percent
3,IP,Stimulants and co-occurring disorders,Age,35-54 Years,14,02/01/2024,02/29/2024,42.06896552,Percent
3,IP,Cannabis and co-occurring disorders,Age,35-54 Years,14,02/01/2024,02/29/2024,40,Percent
3,IP,Benzodiazepine and co-occurring disorders,Age,35-54 Years,14,02/01/2024,02/29/2024,48.02631579,Percent
3,IP,All Drugs and co-occurring disorders,Age,35-54 Years,15,03/01/2024,03/31/2024,21.10359668,Percent
3,IP,All Opioids and co-occurring disorders,Age,35-54 Years,15,03/01/2024,03/31/2024,36.9047619,Percent
